id,predicted
537400,5256 4234 7645
537401,6772 3344 1439
537402,4833 1278 2769
537403,3265 2062 538
537404,1030 3474 7048
537405,3720 3945 7957
537406,7423 5270 2535
537407,3762 7473 922
537408,683 611 3179
537409,7523 2950 7976
537410,5885 3803 5432
537411,6482 3331 3068
537412,5325 4526 4284
537413,386 1941 6044
537414,2804 4078 932
537415,7334 4739 2246
537416,6728 1263 4934
537417,5780 6781 3695
537418,7991 622 4908
537419,6858 7834 1336
537420,2760 6859 7276
537421,938 3552 5227
537422,3321 2876 3372
537423,4521 7106 6255
537424,6375 1898 4629
537425,6097 2553 3963
537426,790 506 6182
537427,677 1882 3892
537428,997 6584 112
537429,3045 7886 7556
537430,1789 2888 7343
537431,5928 5746 4391
537432,4134 4900 7775
537433,4485 7582 262
537434,1759 2392 7319
537435,4379 6694 5942
537436,7442 7402 6410
537437,1445 1707 701
537438,94 3895 7943
537439,3055 3373 5613
537440,4012 59 6728
537441,512 7269 2094
537442,1355 3090 4142
537443,7288 4064 1294
537444,5321 2526 2104
537445,231 4968 3997
537446,1151 2969 5910
537447,5805 6830 6181
537448,2758 1305 1834
537449,4853 1559 7515
537450,780 7564 6694
537451,7719 3755 5940
537452,7215 6432 1881
537453,3380 7504 5356
537454,1050 5274 5033
537455,7952 6009 5673
537456,2556 5123 2485
537457,1056 661 5412
537458,6783 3812 2785
537459,1287 8048 7434
537460,4761 889 3820
537461,7303 7263 565
537462,3017 1327 7966
537463,1509 2415 7038
537464,252 281 1034
537465,1906 6487 3790
537466,3818 3008 6233
537467,3003 5167 3322
537468,4781 7293 3143
537469,4545 736 7711
537470,6394 397 1291
537471,7462 83 279
537472,7601 5679 1232
537473,5576 7516 6165
537474,6855 7049 4695
537475,2098 6266 5857
537476,7736 3015 1643
537477,851 1118 4886
537478,4250 1483 2095
537479,1440 2048 2654
537480,2091 756 996
537481,3569 56 866
537482,140 4879 1920
537483,3775 6230 6385
537484,5201 2020 1962
537485,4709 4425 6261
537486,6612 1383 1274
537487,7504 4022 583
537488,7000 4471 184
537489,216 3179 6767
537490,5499 7109 856
537491,6327 5702 7125
537492,3848 859 5890
537493,5963 6220 5019
537494,4355 974 5967
537495,7927 6373 5728
537496,7894 7461 2879
537497,6822 790 6408
537498,5196 3974 2771
537499,7540 1868 4638
537500,7143 3362 7772
537501,7588 6900 6968
537502,7037 5070 5465
537503,6683 7230 3880
537504,7168 3641 23
537505,4256 568 584
537506,2668 3267 6410
537507,4482 4555 2553
537508,7602 1432 4051
537509,5650 6441 2990
537510,1190 5192 8083
537511,6884 3934 982
537512,857 2359 1298
537513,3454 6530 6517
537514,3816 3779 1751
537515,986 343 4716
537516,1751 4686 3560
537517,987 3252 6181
537518,5490 7276 4218
537519,4863 1367 4786
537520,2594 1305 3385
537521,2520 6654 3745
537522,2853 7687 7499
537523,4683 477 4
537524,3014 3571 7823
537525,7328 4299 2295
537526,5291 7067 3603
537527,6198 7743 7679
537528,5733 3031 4860
537529,26 4283 6993
537530,2259 5037 1651
537531,5486 7915 5609
537532,2783 5877 837
537533,2500 3124 5828
537534,1417 1867 2699
537535,3339 2067 1404
537536,5629 5424 6413
537537,6066 5955 6257
537538,5602 5522 1155
537539,4326 5217 3649
537540,1282 483 1843
537541,6412 3691 2638
537542,2172 4587 7831
537543,7856 2915 8106
537544,7598 2548 6582
537545,3746 6585 4899
537546,93 532 4957
537547,4573 2037 341
537548,2673 6695 7309
537549,5906 2040 1682
537550,2179 3135 5441
537551,7514 849 2968
537552,1361 8045 5746
537553,7491 1503 1837
537554,3797 1854 3077
537555,8013 2885 603
537556,7248 8019 2114
537557,7318 1011 6637
537558,5387 331 6842
537559,1024 5643 4927
537560,2721 1844 3981
537561,2304 4436 776
537562,702 1227 985
537563,3011 2175 1047
537564,3249 2163 1595
537565,2383 5311 5042
537566,2497 4812 2186
537567,5201 1757 4905
537568,3425 6090 1221
537569,6226 1528 2503
537570,1535 2287 5742
537571,260 3098 2923
537572,5759 1614 5278
537573,4692 6195 2370
537574,6335 2262 6611
537575,1232 4133 3194
537576,5924 5052 950
537577,7502 7904 1888
537578,5810 1636 7940
537579,6061 2293 2060
537580,1900 1113 6059
537581,3576 7325 4305
537582,2924 2044 7152
537583,6990 3062 1969
537584,5155 4929 6117
537585,1635 4113 647
537586,3229 5087 5728
537587,360 7950 1753
537588,7675 949 215
537589,3233 1498 7131
537590,3911 5819 892
537591,4145 3044 1047
537592,6154 3862 2360
537593,2182 3605 5644
537594,1022 6382 7582
537595,2656 6829 2393
537596,4111 1280 1424
537597,4177 3999 602
537598,2999 6002 6416
537599,1098 780 4182
537600,6239 6049 1213
537601,1526 1590 7317
537602,5924 772 3447
537603,2718 5733 7592
537604,4126 7761 7557
537605,631 2782 5902
537606,7319 5316 2092
537607,341 2198 4198
537608,5274 7810 745
537609,3970 6466 4563
537610,2142 7608 7809
537611,7242 218 5744
537612,6241 5274 5031
537613,2710 3571 2372
537614,542 7785 4047
537615,7818 725 6011
537616,4680 7645 3266
537617,2319 6637 1162
537618,1954 4515 6657
537619,4104 6234 6998
537620,1406 4129 229
537621,3359 1003 6693
537622,3076 5922 6072
537623,797 6761 2036
537624,6412 1893 7435
537625,7164 3941 5790
537626,2433 6406 380
537627,6101 1313 6522
537628,6348 7000 3410
537629,1648 6660 3440
537630,6518 6325 6659
537631,6563 2376 6891
537632,14 1454 6463
537633,5050 748 877
537634,3366 7572 2664
537635,476 5722 5733
537636,3433 5160 1518
537637,170 5565 6305
537638,1499 4580 5759
537639,5121 747 7460
537640,4944 1307 5891
537641,229 4290 6475
537642,6820 176 2533
537643,588 7963 5568
537644,3770 7034 2142
537645,3947 4568 1915
537646,7079 2378 3956
537647,1463 1426 7002
537648,2546 3996 8075
537649,1647 4779 367
537650,832 1670 4066
537651,6398 4858 3397
537652,3544 455 7017
537653,5609 3861 6525
537654,5288 4793 298
537655,286 3684 2361
537656,2117 306 6481
537657,4718 4542 37
537658,5960 3278 3769
537659,3262 7756 475
537660,4686 4328 1250
537661,6792 7070 3936
537662,4903 5255 503
537663,6345 1691 3529
537664,3961 7631 6322
537665,3323 4042 88
537666,6662 1357 728
537667,5539 3938 7419
537668,3149 8109 2562
537669,1143 2466 4512
537670,1164 2086 1336
537671,3663 4071 1405
537672,2105 1706 4030
537673,3586 8107 2749
537674,4491 737 1319
537675,6966 2328 3710
537676,500 7126 943
537677,4570 368 5711
537678,2769 6420 3051
537679,232 7376 3586
537680,1993 1834 4777
537681,1102 4776 2770
537682,2634 7539 7049
537683,6759 3224 1230
537684,5757 6981 3501
537685,4475 4345 249
537686,3798 6578 7494
537687,874 6603 6062
537688,1788 5795 7972
537689,1061 7807 5772
537690,1901 5979 948
537691,279 1814 7796
537692,2931 7690 2065
537693,5766 6134 4444
537694,4643 3403 404
537695,7638 1466 1226
537696,8107 3597 7915
537697,5959 8132 6075
537698,3487 2125 228
537699,6737 7479 1771
537700,4178 6506 6883
537701,4258 901 1210
537702,3967 7844 2409
537703,5725 3853 7890
537704,5463 2453 6158
537705,531 7550 5360
537706,3405 1739 900
537707,7600 404 1699
537708,1039 715 670
537709,3647 6317 7755
537710,4594 7191 6588
537711,5081 4568 4329
537712,7278 5956 1751
537713,1375 4012 1464
537714,2751 7356 2330
537715,1601 4044 7760
537716,6568 6472 6903
537717,4914 1032 2957
537718,2864 6024 5455
537719,736 5858 4957
537720,6763 610 3363
537721,1315 4737 4270
537722,755 4377 1887
537723,703 6836 5142
537724,4034 5408 2481
537725,3029 7402 4596
537726,4608 1795 6864
537727,8080 1080 7072
537728,7254 1885 45
537729,5312 1452 5495
537730,1676 2823 7604
537731,3765 5043 3779
537732,6036 666 3852
537733,796 6379 1402
537734,5836 6932 2326
537735,4617 476 1442
537736,5508 2338 4804
537737,5064 3361 2662
537738,5746 7646 3241
537739,5288 2387 5598
537740,8020 6099 4372
537741,4312 6967 3646
537742,2161 7639 4986
537743,2469 6817 2908
537744,5125 5374 4587
537745,7395 6278 157
537746,804 6003 7401
537747,1971 7103 7745
537748,771 935 837
537749,7691 5665 7492
537750,7329 5209 1700
537751,5321 1651 4886
537752,1918 1251 8106
537753,2589 5510 2606
537754,3441 4651 3738
537755,5357 6673 2277
537756,4941 1152 5821
537757,926 6636 7429
537758,4189 4370 7035
537759,5762 2830 7751
537760,4445 5962 5941
537761,2262 2656 7374
537762,3090 175 2523
537763,7722 7237 553
537764,5681 276 8
537765,6624 2612 8090
537766,2166 3092 1722
537767,2435 7520 6386
537768,5655 227 3893
537769,829 4783 6553
537770,2451 7973 2382
537771,7379 7426 2005
537772,3264 5751 2671
537773,1152 1409 2809
537774,6160 7598 4796
537775,6163 1703 3136
537776,379 923 4144
537777,2773 7181 2198
537778,2963 5044 4324
537779,6850 6549 581
537780,999 8015 6117
537781,1882 3830 4842
537782,1017 7779 2564
537783,3706 1894 6274
537784,3130 1165 7802
537785,4527 3158 6397
537786,1005 6747 2044
537787,5878 7906 240
537788,6724 7092 6333
537789,4818 3898 3122
537790,3811 3709 3663
537791,2589 6556 4586
537792,7035 3477 2906
537793,338 1554 4096
537794,5732 2950 3008
537795,6882 5068 6063
537796,44 4091 618
537797,7358 4215 584
537798,3144 4263 3340
537799,2247 4742 3807
537800,6997 3054 7350
537801,7840 5476 4712
537802,6792 7690 3093
537803,4353 2704 6070
537804,7458 2797 5084
537805,532 1956 7541
537806,4971 4096 814
537807,4987 6902 685
537808,1737 3254 3100
537809,6498 6394 6928
537810,2250 4999 5147
537811,4467 40 4121
537812,4704 3412 7580
537813,2254 2055 6271
537814,7773 4058 5881
537815,3 3651 6359
537816,6265 1570 4752
537817,4826 5970 6041
537818,5278 3003 7578
537819,5437 1077 2644
537820,6372 5253 5817
537821,2198 3580 4564
537822,380 1082 6626
537823,6745 370 7057
537824,8054 7633 2749
537825,5100 4329 1255
537826,3265 7910 7444
537827,5369 6644 197
537828,4080 590 5955
537829,2177 1416 6289
537830,3036 6990 3935
537831,6858 5573 7589
537832,7424 6777 5097
537833,2406 1171 2243
537834,1893 380 2594
537835,4897 826 4050
537836,3998 7985 2217
537837,6659 525 5390
537838,2151 4668 159
537839,3542 2359 772
537840,5636 682 5744
537841,8023 2651 1457
537842,1732 3890 2475
537843,5472 1875 6179
537844,6501 3408 3628
537845,4422 636 5698
537846,6252 4885 5621
537847,586 6639 5789
537848,24 8050 3459
537849,2141 4330 4234
537850,1921 6785 6309
537851,5395 3883 1855
537852,1673 4056 4037
537853,6226 4841 938
537854,1719 2106 6073
537855,6425 7526 4998
537856,4435 1251 1514
537857,632 2788 5073
537858,3723 5976 5053
537859,3515 6007 6933
537860,7906 4637 2761
537861,4545 420 1842
537862,2664 6051 1867
537863,2052 3107 4973
537864,542 3116 6030
537865,6822 5101 359
537866,2511 4731 7674
537867,847 3551 356
537868,7483 216 4934
537869,216 2784 3603
537870,3956 1330 2520
537871,7638 3301 877
537872,5547 4898 6038
537873,3145 2668 6886
537874,1762 5661 5628
537875,4215 1017 3164
537876,7490 1386 2427
537877,1713 4507 1742
537878,1246 1125 3634
537879,947 8081 418
537880,2791 6139 317
537881,472 118 1186
537882,7862 2691 4353
537883,4475 1603 2924
537884,1132 7878 6539
537885,2067 2191 7799
537886,4935 3020 2007
537887,5852 2371 1360
537888,7794 7441 1119
537889,4444 7347 7151
537890,7346 4498 5482
537891,7824 5056 2090
537892,4575 7417 4652
537893,5094 4511 4388
537894,6555 7249 871
537895,1722 6054 2683
537896,216 1488 7919
537897,7414 6726 8085
537898,2519 1593 6411
537899,103 1701 3369
537900,4887 1412 7244
537901,5418 4594 198
537902,193 2290 2282
537903,7174 7296 850
537904,6362 7416 3440
537905,2100 237 4159
537906,2091 800 7301
537907,3071 1851 1451
537908,4431 5031 7472
537909,5964 6123 3136
537910,2099 602 6058
537911,5189 4434 6236
537912,5832 5301 3679
537913,402 4217 1473
537914,2054 2358 54
537915,5264 4270 7605
537916,2257 3063 6343
537917,2733 5013 7706
537918,1227 7198 8036
537919,5322 4499 4655
537920,7879 1302 6001
537921,4900 4137 6576
537922,1780 7917 5803
537923,4487 4718 1120
537924,1733 4381 6757
537925,2514 7645 1248
537926,4707 7768 5209
537927,4960 3401 8084
537928,3460 2673 2290
537929,3831 2532 4054
537930,6184 4077 1462
537931,5986 5798 7576
537932,4762 4768 7105
537933,1569 4128 3827
537934,2860 2218 5359
537935,456 4361 1374
537936,7269 2239 2807
537937,23 3395 7344
537938,1418 1938 152
537939,1294 4966 3240
537940,5002 1395 1192
537941,94 5397 338
537942,4881 721 4510
537943,8133 1200 4069
537944,3407 1293 7862
537945,4193 5682 2460
537946,7041 4980 2188
537947,440 1637 2785
537948,6913 3776 1807
537949,3838 1201 1601
537950,7529 7096 7467
537951,2481 2337 623
537952,7436 1383 5700
537953,3181 3339 6835
537954,572 3801 4750
537955,1058 761 2774
537956,2231 175 6777
537957,6487 6857 1593
537958,4096 3893 882
537959,3335 4843 1379
537960,1099 4958 1099
537961,5211 7945 7726
537962,8013 4865 2915
537963,6233 7297 7346
537964,7602 2409 7149
537965,3462 4672 3922
537966,5932 2068 2139
537967,7788 6981 3839
537968,7863 3750 400
537969,6739 3025 4744
537970,8118 4997 7659
537971,1908 7671 2572
537972,2779 3587 7727
537973,4698 4749 4675
537974,3712 6480 5794
537975,6847 84 284
537976,5912 7233 698
537977,7183 5625 4420
537978,5476 6831 3527
537979,3141 1303 2508
537980,985 567 5666
537981,5410 4778 5951
537982,5633 6656 5958
537983,1795 1581 821
537984,1478 3557 732
537985,4277 4198 233
537986,3342 2553 5136
537987,1013 6244 1373
537988,522 7972 3301
537989,7114 748 2879
537990,7231 6825 5878
537991,3743 2947 5507
537992,99 2966 2386
537993,1677 615 450
537994,2268 1418 2399
537995,999 1409 8037
537996,871 2405 7248
537997,2386 2522 2170
537998,1301 7030 6824
537999,4154 7584 1621
538000,3662 142 7843
538001,7903 1053 4501
538002,6890 3069 4147
538003,581 6684 4660
538004,6312 4945 779
538005,4131 4613 3413
538006,5764 1307 6185
538007,3315 774 1
538008,3281 2876 5230
538009,5453 3503 7739
538010,311 1465 4997
538011,7316 2853 661
538012,6308 3936 3546
538013,4899 6467 4514
538014,439 3669 8044
538015,4584 5636 1432
538016,5405 6877 244
538017,3849 2692 4900
538018,6904 7217 6054
538019,6628 5468 4468
538020,2667 6726 5752
538021,4864 190 788
538022,4723 364 5668
538023,4656 3621 2484
538024,1037 3071 2047
538025,1427 5384 471
538026,4982 406 2904
538027,1430 1454 1606
538028,6681 3059 3483
538029,5502 6602 2318
538030,2349 6568 315
538031,7554 205 7303
538032,7165 3057 563
538033,3060 2489 3611
538034,6274 897 6310
538035,6721 4217 521
538036,263 7720 7052
538037,91 6531 2251
538038,6587 8133 6669
538039,6888 5020 3420
538040,3467 1113 800
538041,2048 1442 5396
538042,7647 7198 843
538043,5330 7696 3224
538044,812 3293 6047
538045,2947 2594 4851
538046,150 1474 1227
538047,1917 4294 2653
538048,484 6057 4521
538049,2909 8060 4046
538050,6404 5730 4283
538051,1984 4380 2431
538052,2008 4324 6610
538053,2608 6351 2117
538054,7350 724 1202
538055,778 2639 1859
538056,1947 2650 6478
538057,4129 59 2629
538058,5063 4138 2467
538059,2368 4131 6714
538060,4707 5135 2494
538061,4001 61 7117
538062,515 5326 6106
538063,8 7644 7080
538064,1639 2582 6652
538065,6597 7824 6825
538066,5909 799 170
538067,5910 339 6446
538068,1805 7682 3292
538069,250 75 5274
538070,3745 7949 3397
538071,1402 3653 1536
538072,2607 4784 4604
538073,867 7169 53
538074,3238 1075 2963
538075,6416 1504 902
538076,1673 3578 4655
538077,3392 6682 4785
538078,4201 1755 1220
538079,179 4868 6944
538080,3931 532 3972
538081,5511 2723 5374
538082,8019 3259 4411
538083,2027 5912 3996
538084,4164 5249 97
538085,1826 4047 1671
538086,6336 3345 5576
538087,4895 1921 8096
538088,5459 2726 4946
538089,3955 7234 5486
538090,4121 164 4903
538091,4990 2913 3159
538092,709 3242 3639
538093,5441 7748 5436
538094,5569 7068 1872
538095,4449 7861 102
538096,131 1285 2728
538097,4066 854 6393
538098,2053 7002 7670
538099,4497 369 4083
538100,8043 5776 4411
538101,4617 3217 7085
538102,5125 5756 6164
538103,6932 3557 3737
538104,5466 3317 5065
538105,1795 1482 1404
538106,8093 8027 5061
538107,2166 2799 4039
538108,3606 5690 6973
538109,2569 1824 7299
538110,7264 7037 2653
538111,5714 1758 7875
538112,6916 7555 315
538113,7641 1165 5657
538114,5039 5984 6750
538115,0 3042 1641
538116,4073 1635 3338
538117,6830 1639 895
538118,2017 6430 7646
538119,938 5835 6904
538120,814 6715 5260
538121,2792 1222 234
538122,7463 161 1416
538123,7249 5743 1088
538124,2634 7091 4427
538125,4216 1350 1312
538126,7245 1045 7571
538127,2419 4719 5562
538128,7216 5856 1964
538129,3077 774 7494
538130,3241 4913 8100
538131,7155 7218 7378
538132,4080 1490 4387
538133,7765 2750 1913
538134,3254 1311 735
538135,4349 1538 7129
538136,1 2231 6296
538137,2372 7351 5978
538138,3236 1456 4029
538139,4536 253 5956
538140,4384 3178 2163
538141,3704 4863 3214
538142,1996 7490 7243
538143,7288 6303 6642
538144,4660 4779 695
538145,4620 2698 3634
538146,7949 1031 1024
538147,2835 3272 713
538148,4227 4165 5798
538149,2879 7045 4734
538150,265 2505 2592
538151,6353 2935 6573
538152,3131 4558 415
538153,2466 6451 4435
538154,2056 6997 848
538155,828 7719 1693
538156,5703 1056 6116
538157,5605 3368 5089
538158,1052 1204 4138
538159,7658 3300 6731
538160,4901 5259 1027
538161,5618 7808 7445
538162,8077 1342 3194
538163,111 7386 3509
538164,4260 3139 3378
538165,4189 1073 1233
538166,1376 1424 6654
538167,7277 6553 6561
538168,2854 3423 6327
538169,6781 4710 115
538170,3482 2408 1015
538171,7993 7201 7421
538172,2227 2912 190
538173,7872 106 6267
538174,3103 2229 5946
538175,962 551 5906
538176,5327 2154 3370
538177,3391 5290 7871
538178,137 1707 1130
538179,7439 3107 4029
538180,1327 2741 8045
538181,113 1263 1976
538182,3215 4567 3369
538183,1963 5418 307
538184,2701 7075 1076
538185,1550 1159 4628
538186,1439 2995 6109
538187,6102 7655 675
538188,2008 7384 7167
538189,460 4265 1113
538190,7539 4009 5357
538191,7880 1046 2315
538192,3516 4889 5252
538193,6391 2552 630
538194,3608 7549 3104
538195,3133 5636 1759
538196,4353 2809 5716
538197,7472 5913 86
538198,5750 1487 7662
538199,2606 3034 694
538200,519 885 2654
538201,4919 7055 7355
538202,1658 7231 2010
538203,7809 1075 2534
538204,1654 7001 3745
538205,4497 3122 6616
538206,544 4650 1032
538207,7872 576 132
538208,3487 5759 1057
538209,7072 932 3440
538210,1250 4080 2909
538211,389 5177 5808
538212,7530 2669 1153
538213,4744 7989 7069
538214,3951 3356 4370
538215,1771 1521 1954
538216,6435 5336 4857
538217,6927 688 7692
538218,5235 6096 6061
538219,2938 2992 2850
538220,1090 6092 5483
538221,3254 302 8136
538222,5458 365 685
538223,7021 897 358
538224,7630 1923 1621
538225,3367 7740 2495
538226,7519 4378 7352
538227,7592 3103 7913
538228,3063 5401 1924
538229,2758 5862 1728
538230,3963 2797 2713
538231,1135 7838 3843
538232,465 4348 3323
538233,2469 3609 7272
538234,195 3236 6678
538235,6463 35 2297
538236,7743 578 5936
538237,7849 2582 6108
538238,5145 6283 2426
538239,40 4719 8050
538240,5128 2364 3197
538241,2911 285 3472
538242,80 7328 3050
538243,5438 6825 4584
538244,3630 5111 1439
538245,7093 5713 44
538246,2116 5220 7889
538247,6895 7931 6679
538248,6985 6452 97
538249,3215 3063 2415
538250,943 3198 5416
538251,3656 6694 4165
538252,5585 7526 678
538253,4601 1759 5489
538254,750 3360 6920
538255,3468 312 6852
538256,4759 485 5936
538257,7330 7267 6768
538258,3991 3298 5709
538259,6442 1760 3889
538260,7501 6907 6242
538261,1085 3761 5890
538262,4812 6371 6441
538263,2481 903 632
538264,5335 5958 128
538265,102 3285 1265
538266,3358 3766 428
538267,3718 3030 3674
538268,5722 6978 4775
538269,6240 65 7920
538270,2106 5094 2021
538271,4577 7897 7318
538272,8139 2525 2469
538273,3270 3126 3001
538274,6051 4436 5166
538275,7126 2726 6382
538276,5998 397 1681
538277,5356 1971 2346
538278,7446 6671 149
538279,1521 4126 833
538280,56 202 1294
538281,4832 7866 144
538282,7931 5035 6823
538283,5156 3781 6733
538284,6871 2767 4219
538285,8060 6447 547
538286,1594 3028 1222
538287,3135 648 6870
538288,5745 1322 3359
538289,5244 7062 689
538290,7280 770 3678
538291,8040 985 7695
538292,5736 3900 4961
538293,4859 7383 6057
538294,4344 4915 881
538295,482 7353 2748
538296,745 6631 1516
538297,1844 2800 3443
538298,3134 2005 5249
538299,1423 1245 3795
538300,2257 6448 8033
538301,2843 5922 6766
538302,3723 1124 4979
538303,561 2431 7862
538304,3981 2666 3923
538305,2103 376 3287
538306,3128 4228 7299
538307,4229 7961 5630
538308,7682 2345 191
538309,720 6826 4241
538310,484 6260 6855
538311,7142 5647 5255
538312,2584 6349 5322
538313,5367 4442 6759
538314,6788 4254 461
538315,7663 7941 7155
538316,1396 6922 7930
538317,444 1986 4402
538318,4816 537 7169
538319,2296 5357 3202
538320,3333 2310 4138
538321,2994 7063 6690
538322,1277 4709 8122
538323,4392 7825 6418
538324,7008 717 6103
538325,7717 6970 2279
538326,5040 2856 4914
538327,1109 6089 6381
538328,6714 4255 8062
538329,2515 1938 4707
538330,980 5586 6884
538331,7854 7430 2359
538332,1091 481 962
538333,7353 151 2365
538334,8048 2946 3810
538335,1081 7004 7280
538336,6407 7593 4937
538337,4727 5113 6864
538338,2643 1033 442
538339,2856 3723 2343
538340,924 5448 4947
538341,3324 3168 2697
538342,3657 5251 3922
538343,4612 1873 1160
538344,7597 4956 979
538345,3226 3210 763
538346,6171 5124 7057
538347,5176 1310 5319
538348,4356 4002 538
538349,3660 5420 6935
538350,6343 1978 4615
538351,7165 4232 7813
538352,652 3853 1790
538353,818 159 512
538354,6807 3031 6185
538355,1671 4902 4668
538356,3628 3146 4734
538357,194 6437 1596
538358,7042 4853 416
538359,5427 2117 2582
538360,3634 7947 942
538361,2463 8018 1920
538362,5380 5986 1214
538363,2358 4943 154
538364,6804 3107 7900
538365,1058 7442 5142
538366,7280 6363 4442
538367,7242 3273 3847
538368,1474 4306 7452
538369,7653 1104 4063
538370,3431 6309 2000
538371,4167 7040 575
538372,5372 1545 5450
538373,731 4145 5752
538374,4834 7603 8027
538375,2193 6307 1558
538376,1630 2216 7273
538377,7960 5813 7330
538378,2700 2174 6864
538379,5100 744 5621
538380,5727 7285 3293
538381,4127 4742 1864
538382,6907 6616 5467
538383,334 1100 870
538384,4218 6489 6309
538385,7569 1509 6666
538386,6876 2308 7373
538387,1540 7490 6777
538388,5756 2221 4683
538389,6825 7079 1915
538390,5412 5712 1928
538391,7991 4941 655
538392,7968 6540 1641
538393,686 2270 3707
538394,3097 1345 2162
538395,5123 5130 1996
538396,3406 3054 2101
538397,4831 7361 611
538398,1419 3381 4983
538399,7404 7688 2405
538400,5638 3425 3771
538401,6301 4761 803
538402,2192 34 1242
538403,6055 377 2964
538404,2460 851 6703
538405,1528 4778 7860
538406,6983 7056 5471
538407,4375 973 2921
538408,5710 5594 3738
538409,7671 1711 6176
538410,4376 6536 455
538411,3741 1453 3249
538412,7980 7887 2355
538413,5343 2824 4379
538414,2600 2174 2141
538415,7063 5214 1295
538416,3023 2923 527
538417,7123 65 4480
538418,7762 7594 212
538419,7751 5100 8136
538420,7085 5230 6031
538421,3234 7807 705
538422,5668 5165 1519
538423,6648 3803 3693
538424,2629 7441 3196
538425,2988 3131 4755
538426,8054 996 1517
538427,7240 940 4475
538428,3236 1380 5185
538429,4855 6300 2347
538430,4919 4020 5604
538431,300 374 513
538432,556 7015 1457
538433,5289 2988 2629
538434,1726 7821 1080
538435,2897 7801 7842
538436,3139 4345 1514
538437,2755 1243 5913
538438,6909 4410 269
538439,6339 6196 1104
538440,1578 5683 5558
538441,2560 2110 6916
538442,2360 7768 2152
538443,3567 3611 1191
538444,2731 5481 2193
538445,7827 4863 874
538446,2797 7607 5857
538447,5692 3254 4609
538448,5244 4931 6774
538449,1340 5268 7326
538450,7785 7585 2358
538451,5027 7388 5932
538452,3486 1587 3640
538453,2766 4782 7370
538454,4942 3821 2729
538455,2018 3193 8091
538456,6797 5786 209
538457,7499 881 2405
538458,1471 4250 940
538459,4889 6159 7105
538460,4525 517 2339
538461,2670 686 5621
538462,497 2640 310
538463,5789 1519 6489
538464,1677 7706 745
538465,7759 5535 2818
538466,6709 617 6299
538467,5158 2915 1639
538468,1882 2351 165
538469,1277 4284 1717
538470,4833 6363 3163
538471,498 5842 2513
538472,141 576 1434
538473,3724 5050 2310
538474,1558 5446 6038
538475,4499 767 6693
538476,6647 3876 1462
538477,6532 3340 6654
538478,4589 1336 3533
538479,304 6890 2062
538480,1908 5585 5242
538481,202 4445 842
538482,3452 2634 5276
538483,5450 3847 4849
538484,3635 3480 4100
538485,3391 954 7976
538486,5839 2789 993
538487,6202 5999 3490
538488,7306 848 2377
538489,4685 2003 2740
538490,2918 4075 5678
538491,5500 6561 2056
538492,6965 6036 537
538493,3237 3266 1004
538494,4601 6985 1527
538495,3062 1899 3042
538496,3175 2927 4527
538497,5650 2325 3520
538498,6985 484 6962
538499,5359 426 6551
538500,3155 5278 593
538501,4166 4944 5666
538502,7471 1109 6232
538503,354 5955 850
538504,3902 3085 6886
538505,2090 7780 4983
538506,4572 6280 3343
538507,246 4484 4296
538508,5414 2734 4454
538509,4508 3776 4894
538510,5487 2337 133
538511,595 1235 436
538512,7157 6545 6128
538513,5468 4098 3537
538514,1515 8094 1801
538515,256 8110 1275
538516,842 5209 4696
538517,7683 7643 6370
538518,678 3453 3746
538519,894 8008 4516
538520,245 2826 2987
538521,1290 1006 2178
538522,2310 1841 1909
538523,4853 5337 2521
538524,4541 5956 6899
538525,7175 2037 4300
538526,2802 2288 1366
538527,422 4967 3131
538528,7793 5312 2689
538529,795 1954 5772
538530,2043 7012 4766
538531,5846 186 4747
538532,1246 7615 2856
538533,3746 2572 1020
538534,1874 1296 7538
538535,4252 7326 1647
538536,2075 2416 4293
538537,2846 1444 6838
538538,3909 4528 782
538539,541 1765 182
538540,4103 2195 4999
538541,5439 6423 2575
538542,6616 73 2905
538543,6978 311 5193
538544,1885 5663 3218
538545,2649 1439 81
538546,7794 5148 3226
538547,6622 2578 6277
538548,8016 4732 7213
538549,1480 6000 6803
538550,3637 7165 4791
538551,3245 2910 4413
538552,4212 7198 2207
538553,4870 7239 1382
538554,6204 3185 2995
538555,658 308 8037
538556,5942 7470 3130
538557,805 2825 1487
538558,1931 5643 2972
538559,3314 7535 3647
538560,1731 2091 3307
538561,1136 1240 1401
538562,1306 4377 3961
538563,8007 7693 2091
538564,1685 2475 1880
538565,3260 5861 6608
538566,7777 2535 6445
538567,4769 2868 3599
538568,1061 6097 3862
538569,8059 5414 5862
538570,3112 4927 7932
538571,1668 5060 223
538572,2147 3865 2836
538573,1822 2042 4111
538574,7747 1634 6898
538575,398 4081 1451
538576,6683 6405 4462
538577,7222 975 4179
538578,2987 7011 552
538579,1199 753 6628
538580,6642 5767 3044
538581,6843 4690 3903
538582,5590 3667 8071
538583,4057 3589 3625
538584,3912 564 5294
538585,7081 8022 2027
538586,2549 1300 6054
538587,1179 5725 4669
538588,4305 1936 6475
538589,2875 2695 4820
538590,2887 5427 3834
538591,857 6026 7285
538592,7259 4278 604
538593,663 5954 2805
538594,4052 4362 7036
538595,4391 2795 351
538596,1858 6477 7838
538597,1813 1412 6
538598,410 5850 2264
538599,2560 1272 2145
538600,3134 7775 2729
538601,2954 5739 200
538602,5834 7353 4718
538603,1764 7287 4193
